ChacoIsotopeDatabaseID,OriginalSampleID,OtherID,ModernArch?,IsotopeSystem(s),SampleType,TissueTType,TissueName,CollagenApatiteEnamel?,GenusOrder,Species,Group,CommonName,Description,SiteID,SanJuanBasin?,SiteNumber,Provenience,UTM,Easting,Northing,Longitude,Latitude,Elevation,Depth,RadiocarbonLabNumber,DatePeriod,DateBeginning,DateMid,DateEnd,DateRange,CollectionDate,Source,OtherNotes,SamplePrepMethod,SampleWeight,Sr87Sr86_Standard,Sr87Sr86_NonEnamel_Value_Raw,Sr87Sr86_NonEnamel_SD_Raw,Sr87Sr86_NonEnamel_Value_Standardized,Sr87Sr86_Enamel_Value_Raw,Sr87Sr86_Enamel_SD_Raw,Sr87Sr86_Enamel_Value_Standardized,d13C_Collagen_Value_Raw,d13C_Collagen_Value_SeussCorrection,d13C_Collagen_Value_SeussCorrection_VegBaselineCorrection,d13C_Apatite_Value_Raw,d13C_Apatite_Value_SeussCorrection,d13C_Apatite_Value_SeussCorrection_VegBaselineCorrection,d13C_Enamel_Value_Raw,d13C_Enamel_Value_SeussCorrection,d13C_Enamel_Value_SeussCorrection_VegBaselineCorrection,d13C_Enamel_SD,d13C_Vegetation_Value_Raw,d13C_Vegetation_Value_SeussCorrection,d13C_Hair_Value_Raw,d13C_Hair_Value_SeussCorrection,d13C_Hair_Value_SeussCorrection_VegBaselineCorrection,d13C_WtPercentC,d13C_WtPercentN,d18OVPDB_Apatite_Value_Raw,d18OVPBD_Apatite_SD,d18OVPDB_Apatite_Value_PrepCorrection,d18OVPDB_Enamel_Value_Raw,d18OVPDB_Enamel_SD,d18OVPDB_Apatite_Value_PrepCorrection,d18OVSMOW_Water_Value_Raw,d18OVSMOW_Water_SD,d18O_Value_VPDBConverted,d15N_Collagen_Value_Raw,d15N_CNRatio,d15N_AtomicCNRatio,d15N_PercentN,d15N_CollagenYield,d15N_WeightPercentCollagen,dD_Water_Value_Raw,dD_Water_SD,Pb206Pb204_Dentin_Value_Raw,Pb206Pb204_Dentin_SE,Pb207Pb204_Dentin_Value_Raw,Pb207Pb204_Dentin_SE,Pb208Pb204_Dentin_Value_Raw,Pb208Pb204_Dentin_SE,Pb207Pb206_Dentin_Value_Raw,Pb207Pb206_Dentin_SE,Pb208Pb206_Dentin_Value_Raw,Pb208Pb206_Dentin_SE,Pb_Dentin_ng,Pb_Dentin_SampleWeight_g,Pb_Dentin_ppm,Pb206Pb204_Enamel_Value_Raw,Pb206Pb204_Enamel_SE,Pb207Pb204_Enamel_Value_Raw,Pb207Pb204_Enamel_SE,Pb208Pb204_Enamel_Value_Raw,Pb208Pb204_Enamel_SE,Pb207Pb206_Enamel_Value_Raw,Pb207Pb206_Enamel_SE,Pb208Pb206_Enamel_Value_Raw,Pb208Pb206_Enamel_SE,Pb_Enamel_ng,Pb_Enamel_SampleWeight_g,Pb_Enamel_ppm
CID_4917,N10,,,Sr,Vegetal,,,,,,,,Rabbit brush,Captain Tom's Wash drainage near Newcomb,y,,road edge,,705414,4018428,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.70963,0.00001,0.709640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4918,B1,,,Sr,Vegetal,,,,,,,,Rabbit brush,Black House Valley,y,,east Navajo field,,701263,4012237,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.70932,0.00001,0.709330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4919,B2,,,Sr,Vegetal,,,,,,,,Rabbit brush,Black House Valley,y,,east Navajo field,,701145,4012454,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.70944,0.00001,0.709450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4920,B3,,,Sr,Vegetal,,,,,,,,Rabbit brush,Black House Valley,y,,along road,,700663,4012233,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.70928,0.00001,0.709290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4921,B4,,,Sr,Vegetal,,,,,,,,Rabbit brush,Black House Valley,,,along road,,700124,4011659,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.70932,0.00001,0.709330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4922,B5,,,Sr,Vegetal,,,,,,,,Rabbit brush,Black House Valley,y,,west Navajo field,,699495,4010287,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.70918,0.00001,0.709190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4923,T1,,,Sr,Vegetal,,,,,,,,Rabbit brush,Red Willow drainage near Tohatchi,y,,Navajo fields,,709669,3968846,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.70988,0.00001,0.709890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4924,T2,,,Sr,Vegetal,,,,,,,,Rabbit brush,Red Willow drainage near Tohatchi,y,,Navajo fields,,709374,3968564,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.70998,0.00001,0.709990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4925,T3,,,Sr,Vegetal,,,,,,,,Rabbit brush,Red Willow drainage near Tohatchi,y,,Navajo fields,,709133,3968460,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.70997,0.00001,0.709980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4926,T4,,,Sr,Vegetal,,,,,,,,Rabbit brush,Red Willow drainage near Tohatchi,y,,Navajo fields,,708732,3968036,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.70993,0.00001,0.709940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4927,T5,,,Sr,Vegetal,,,,,,,,Rabbit brush,Red Willow drainage near Tohatchi,y,,Navajo fields,,708433,3967930,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.70992,0.00001,0.709930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4928,T6,,,Sr,Vegetal,,,,,,,,Rabbit brush,Red Willow drainage near Tohatchi,y,,Navajo fields,,708599,3968119,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.70982,0.00001,0.709830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4929,T7,,,Sr,Vegetal,,,,,,,,Rabbit brush,Red Willow drainage near Tohatchi,y,,Navajo fields,,708171,3967979,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.71004,0.00001,0.710050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4930,T8,,,Sr,Vegetal,,,,,,,,Rabbit brush,Red Willow drainage near Tohatchi,y,,Navajo fields,,709321,3968779,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.70995,0.00001,0.709960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4931,T9,,,Sr,Vegetal,,,,,,,,Rabbit brush,Red Willow drainage near Tohatchi,y,,Navajo fields,,709909,3969139,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.71003,0.00001,0.710040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4932,T10,,,Sr,Vegetal,,,,,,,,Rabbit brush,Red Willow drainage near Tohatchi,y,,Navajo fields,,708619,3969009,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.70969,0.00001,0.709700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4933,T11,,,Sr,Vegetal,,,,,,,,Rabbit brush,Red Willow drainage near Tohatchi,y,,Navajo fields,,707676,3968502,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.70983,0.00001,0.709840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4934,T12,,,Sr,Vegetal,,,,,,,,Rabbit brush,Red Willow drainage near Tohatchi,y,,Navajo fields,,707588,3968558,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.70979,0.00001,0.709800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4935,T13,,,Sr,Vegetal,,,,,,,,Rabbit brush,Red Willow drainage near Tohatchi,y,,Navajo fields,,707572,3968390,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.70988,0.00001,0.709890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4936,T14,,,Sr,Vegetal,,,,,,,,Rabbit brush,Red Willow drainage near Tohatchi,y,,Navajo fields,,709864,3969116,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.70973,0.00001,0.709740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4937,T15,,,Sr,Vegetal,,,,,,,,Rabbit brush,Red Willow drainage near Tohatchi,y,,Navajo fields,,709098,3968781,,,,,,,,,,,,"Benson et al 2019, Table 1",,,,0.71028,0.71002,0.00001,0.710030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4938,205-A,,,Sr,Tree,,,,,,,,Pinus ponderosa,"McCarty's Flow, El Malpais",,205,,,,,-107 55 207,34 50 750,2177,,,,,,,3000 ya (bedrock),,"Reynolds et al 2012, Tables 1 and 3",Not sure what the 2sigma means here…,,,0.710268,0.707614,54,0.707636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4939,205-C,,,Sr,Tree,,,,,,,,Pinus edulis,"McCarty's Flow, El Malpais",,205,,,,,-107 55 207,34 50 750,2177,,,,,,,3000 ya (bedrock),,"Reynolds et al 2012, Tables 1 and 3",Not sure what the 2sigma means here…,,,0.710268,0.708092,123,0.708114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4940,205-A,,,Sr,Tree,,,,,,,,Rocky Mtn Juniper,"McCarty's Flow, El Malpais",,205,,,,,-107 55 207,34 50 750,2177,,,,,,,3000 ya (bedrock),,"Reynolds et al 2012, Tables 1 and 3",Not sure what the 2sigma means here…,,,0.710268,0.707872,24,0.707894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4941,205-B,,,Sr,Tree,,,,,,,,Rocky Mtn Juniper,"McCarty's Flow, El Malpais",,205,,,,,-107 55 207,34 50 750,2177,,,,,,,3000 ya (bedrock),,"Reynolds et al 2012, Tables 1 and 3",Not sure what the 2sigma means here…,,,0.710268,0.708029,21,0.708051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4942,205-A,,,Sr,Tree,,,,,,,,Juniperus monosperma,"McCarty's Flow, El Malpais",,205,,,,,-107 55 207,34 50 750,2177,,,,,,,3000 ya (bedrock),,"Reynolds et al 2012, Tables 1 and 3",Not sure what the 2sigma means here…,,,0.710268,0.707862,37,0.707884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4943,205-A,,,Sr,Tree,,,,,,,,Juniperus monosperma,"McCarty's Flow, El Malpais",,205,,,,,-107 55 207,34 50 750,2177,,,,,,,3000 ya (bedrock),,"Reynolds et al 2012, Tables 1 and 3",Not sure what the 2sigma means here…,,,0.710268,0.706764,48,0.706786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4944,205-B,,,Sr,Tree,,,,,,,,Juniperus monosperma,"McCarty's Flow, El Malpais",,205,,,,,-107 55 207,34 50 750,2177,,,,,,,3000 ya (bedrock),,"Reynolds et al 2012, Tables 1 and 3",Not sure what the 2sigma means here…,,,0.710268,0.706582,51,0.706604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4945,205-B,,,Sr,Tree,,,,,,,,Juniperus monosperma,"McCarty's Flow, El Malpais",,205,,,,,-107 55 207,34 50 750,2177,,,,,,,3000 ya (bedrock),,"Reynolds et al 2012, Tables 1 and 3",Not sure what the 2sigma means here…,,,0.710268,0.706575,37,0.706597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4946,205-A,,,Sr,Vegetal,,,,,,,,Fallugia paradoxa (shrub),"McCarty's Flow, El Malpais",,205,,,,,-107 55 207,34 50 750,2177,,,,,,,3000 ya (bedrock),,"Reynolds et al 2012, Tables 1 and 3",Not sure what the 2sigma means here…,,,0.710268,0.70784,35,0.707862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4947,205-B,,,Sr,Vegetal,,,,,,,,Fallugia paradoxa (shrub),"McCarty's Flow, El Malpais",,205,,,,,-107 55 207,34 50 750,2177,,,,,,,3000 ya (bedrock),,"Reynolds et al 2012, Tables 1 and 3",Not sure what the 2sigma means here…,,,0.710268,0.708068,34,0.708090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4948,205-C,,,Sr,Vegetal,,,,,,,,Fallugia paradoxa (shrub),"McCarty's Flow, El Malpais",,205,,,,,-107 55 207,34 50 750,2177,,,,,,,3000 ya (bedrock),,"Reynolds et al 2012, Tables 1 and 3",Not sure what the 2sigma means here…,,,0.710268,0.707706,25,0.707728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4949,205-B,,,Sr,Vegetal,,,,,,,,Rhus trilobata (shrub),"McCarty's Flow, El Malpais",,205,,,,,-107 55 207,34 50 750,2177,,,,,,,3000 ya (bedrock),,"Reynolds et al 2012, Tables 1 and 3",Not sure what the 2sigma means here…,,,0.710268,0.707721,23,0.707743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4950,205-C,,,Sr,Vegetal,,,,,,,,Rhus trilobata (shrub),"McCarty's Flow, El Malpais",,205,,,,,-107 55 207,34 50 750,2177,,,,,,,3000 ya (bedrock),,"Reynolds et al 2012, Tables 1 and 3",Not sure what the 2sigma means here…,,,0.710268,0.70789,25,0.707912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4951,205-A,,,Sr,Vegetal,,,,,,,,Chrysothamus nauseosus (shrub),"McCarty's Flow, El Malpais",,205,,,,,-107 55 207,34 50 750,2177,,,,,,,3000 ya (bedrock),,"Reynolds et al 2012, Tables 1 and 3",Not sure what the 2sigma means here…,,,0.710268,0.707809,25,0.707831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4952,205-A,,,Sr,Vegetal,,,,,,,,Chrysothamus nauseosus (shrub),"McCarty's Flow, El Malpais",,205,,,,,-107 55 207,34 50 750,2177,,,,,,,3000 ya (bedrock),,"Reynolds et al 2012, Tables 1 and 3",Not sure what the 2sigma means here…,,,0.710268,0.707891,38,0.707913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4953,205-B,,,Sr,Vegetal,,,,,,,,Chrysothamus nauseosus (shrub),"McCarty's Flow, El Malpais",,205,,,,,-107 55 207,34 50 750,2177,,,,,,,3000 ya (bedrock),,"Reynolds et al 2012, Tables 1 and 3",Not sure what the 2sigma means here…,,,0.710268,0.707775,38,0.707797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4954,205-C,,,Sr,Vegetal,,,,,,,,Chrysothamus nauseosus (shrub),"McCarty's Flow, El Malpais",,205,,,,,-107 55 207,34 50 750,2177,,,,,,,3000 ya (bedrock),,"Reynolds et al 2012, Tables 1 and 3",Not sure what the 2sigma means here…,,,0.710268,0.707828,55,0.707850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4955,205-B,,,Sr,Vegetal,,,,,,,,Bouteloua gracilis (grass),"McCarty's Flow, El Malpais",,205,,,,,-107 55 207,34 50 750,2177,,,,,,,3000 ya (bedrock),,"Reynolds et al 2012, Tables 1 and 3",Not sure what the 2sigma means here…,,,0.710268,0.708296,67,0.708318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4956,205-C,,,Sr,Vegetal,,,,,,,,Bouteloua gracilis (grass),"McCarty's Flow, El Malpais",,205,,,,,-107 55 207,34 50 750,2177,,,,,,,3000 ya (bedrock),,"Reynolds et al 2012, Tables 1 and 3",Not sure what the 2sigma means here…,,,0.710268,0.708353,33,0.708375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4957,204 and 207-A,,,Sr,Tree,,,,,,,,Pinus ponderosa,"Bandera Flow, El Malpais",,204 and 207,,,,,-108 06 354 or -107 54 349,34 56 714 or 34 56 271,2337 or 2084,,,,,,,9 kya (bedrock),,"Reynolds et al 2012, Tables 1 and 3",Not sure what the 2sigma means here…,,,0.710268,0.706354,54,0.706376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4958,204 and 207-B,,,Sr,Tree,,,,,,,,Pinus ponderosa,"Bandera Flow, El Malpais",,204 and 207,,,,,-108 06 354 or -107 54 349,34 56 714 or 34 56 271,2337 or 2084,,,,,,,9 kya (bedrock),,"Reynolds et al 2012, Tables 1 and 3",Not sure what the 2sigma means here…,,,0.710268,0.708079,69,0.708101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4959,204 and 207-C,,,Sr,Tree,,,,,,,,Pinus ponderosa,"Bandera Flow, El Malpais",,204 and 207,,,,,-108 06 354 or -107 54 349,34 56 714 or 34 56 271,2337 or 2084,,,,,,,9 kya (bedrock),,"Reynolds et al 2012, Tables 1 and 3",Not sure what the 2sigma means here…,,,0.710268,0.706432,30,0.706454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4960,204 and 207-C,,,Sr,Tree,,,,,,,,Pinus ponderosa,"Bandera Flow, El Malpais",,204 and 207,,,,,-108 06 354 or -107 54 349,34 56 714 or 34 56 271,2337 or 2084,,,,,,,9 kya (bedrock),,"Reynolds et al 2012, Tables 1 and 3",Not sure what the 2sigma means here…,,,0.710268,0.707906,27,0.707928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4961,204 and 207-A,,,Sr,Tree,,,,,,,,Pinus edulis,"Bandera Flow, El Malpais",,204 and 207,,,,,-108 06 354 or -107 54 349,34 56 714 or 34 56 271,2337 or 2084,,,,,,,9 kya (bedrock),,"Reynolds et al 2012, Tables 1 and 3",Not sure what the 2sigma means here…,,,0.710268,0.707988,30,0.708010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4962,204 and 207-B,,,Sr,Tree,,,,,,,,Pinus edulis,"Bandera Flow, El Malpais",,204 and 207,,,,,-108 06 354 or -107 54 349,34 56 714 or 34 56 271,2337 or 2084,,,,,,,9 kya (bedrock),,"Reynolds et al 2012, Tables 1 and 3",Not sure what the 2sigma means here…,,,0.710268,0.707766,67,0.707788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4963,204 and 207-C,,,Sr,Tree,,,,,,,,Pinus edulis,"Bandera Flow, El Malpais",,204 and 207,,,,,-108 06 354 or -107 54 349,34 56 714 or 34 56 271,2337 or 2084,,,,,,,9 kya (bedrock),,"Reynolds et al 2012, Tables 1 and 3",Not sure what the 2sigma means here…,,,0.710268,0.706272,31,0.706294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4964,204 and 207-A,,,Sr,Tree,,,,,,,,Rocky Mtn Juniper,"Bandera Flow, El Malpais",,204 and 207,,,,,-108 06 354 or -107 54 349,34 56 714 or 34 56 271,2337 or 2084,,,,,,,9 kya (bedrock),,"Reynolds et al 2012, Tables 1 and 3",Not sure what the 2sigma means here…,,,0.710268,0.706809,27,0.706831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4965,204 and 207-B,,,Sr,Tree,,,,,,,,Rocky Mtn Juniper,"Bandera Flow, El Malpais",,204 and 207,,,,,-108 06 354 or -107 54 349,34 56 714 or 34 56 271,2337 or 2084,,,,,,,9 kya (bedrock),,"Reynolds et al 2012, Tables 1 and 3",Not sure what the 2sigma means here…,,,0.710268,0.706351,31,0.706373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4966,204 and 207-B,,,Sr,Tree,,,,,,,,Rocky Mtn Juniper,"Bandera Flow, El Malpais",,204 and 207,,,,,-108 06 354 or -107 54 349,34 56 714 or 34 56 271,2337 or 2084,,,,,,,9 kya (bedrock),,"Reynolds et al 2012, Tables 1 and 3",Not sure what the 2sigma means here…,,,0.710268,0.70636,28,0.706382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4967,204 and 207-E,,,Sr,Tree,,,,,,,,Rocky Mtn Juniper,"Bandera Flow, El Malpais",,204 and 207,,,,,-108 06 354 or -107 54 349,34 56 714 or 34 56 271,2337 or 2084,,,,,,,9 kya (bedrock),,"Reynolds et al 2012, Tables 1 and 3",Not sure what the 2sigma means here…,,,0.710268,0.706643,29,0.706665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4968,204 and 207-C,,,Sr,Tree,,,,,,,,Rocky Mtn Juniper,"Bandera Flow, El Malpais",,204 and 207,,,,,-108 06 354 or -107 54 349,34 56 714 or 34 56 271,2337 or 2084,,,,,,,9 kya (bedrock),,"Reynolds et al 2012, Tables 1 and 3",Not sure what the 2sigma means here…,,,0.710268,0.706268,113,0.706290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4969,204 and 207-C,,,Sr,Tree,,,,,,,,Juniperus monosperma,"Bandera Flow, El Malpais",,204 and 207,,,,,-108 06 354 or -107 54 349,34 56 714 or 34 56 271,2337 or 2084,,,,,,,9 kya (bedrock),,"Reynolds et al 2012, Tables 1 and 3",Not sure what the 2sigma means here…,,,0.710268,0.707619,27,0.707641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4970,204 and 207-A,,,Sr,Vegetal,,,,,,,,Fallugia paradoxa (shrub),"Bandera Flow, El Malpais",,204 and 207,,,,,-108 06 354 or -107 54 349,34 56 714 or 34 56 271,2337 or 2084,,,,,,,9 kya (bedrock),,"Reynolds et al 2012, Tables 1 and 3",Not sure what the 2sigma means here…,,,0.710268,0.706014,30,0.706036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4971,204 and 207-A,,,Sr,Vegetal,,,,,,,,Fallugia paradoxa (shrub),"Bandera Flow, El Malpais",,204 and 207,,,,,-108 06 354 or -107 54 349,34 56 714 or 34 56 271,2337 or 2084,,,,,,,9 kya (bedrock),,"Reynolds et al 2012, Tables 1 and 3",Not sure what the 2sigma means here…,,,0.710268,0.706063,217,0.706085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4972,204 and 207-B,,,Sr,Vegetal,,,,,,,,Fallugia paradoxa (shrub),"Bandera Flow, El Malpais",,204 and 207,,,,,-108 06 354 or -107 54 349,34 56 714 or 34 56 271,2337 or 2084,,,,,,,9 kya (bedrock),,"Reynolds et al 2012, Tables 1 and 3",Not sure what the 2sigma means here…,,,0.710268,0.706276,79,0.706298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4973,204 and 207-B,,,Sr,Vegetal,,,,,,,,Fallugia paradoxa (shrub),"Bandera Flow, El Malpais",,204 and 207,,,,,-108 06 354 or -107 54 349,34 56 714 or 34 56 271,2337 or 2084,,,,,,,9 kya (bedrock),,"Reynolds et al 2012, Tables 1 and 3",Not sure what the 2sigma means here…,,,0.710268,0.70628,28,0.706302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4974,204 and 207-C,,,Sr,Vegetal,,,,,,,,Fallugia paradoxa (shrub),"Bandera Flow, El Malpais",,204 and 207,,,,,-108 06 354 or -107 54 349,34 56 714 or 34 56 271,2337 or 2084,,,,,,,9 kya (bedrock),,"Reynolds et al 2012, Tables 1 and 3",Not sure what the 2sigma means here…,,,0.710268,0.706192,28,0.706214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID_4975,204 and 207-C,,,Sr,Vegetal,,,,,,,,Fallugia paradoxa (shrub),"Bandera Flow, El Malpais",,204 and 207,,,,,-108 06 354 or -107 54 349,34 56 714 or 34 56 271,2337 or 2084,,,,,,,9 kya (bedrock),,"Reynolds et al 2012, Tables 1 and 3",Not sure what the 2sigma means here…,,,0.710268,0.706192,34,0.706214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
